,MUNICIPIO,DEPARTAMENTO,VOTOS.x,VOTOS.y,supp
679,OLAYA HERRERA,NARI„O,5632,370,6.569602273
680,ONZAGA,SANTANDER,1998,1173,58.70870871
681,OPORAPA,HUILA,4629,4234,91.46683949
682,ORITO,PUTUMAYO,11336,1627,14.35250529
683,OROCUE,CASANARE,3228,2344,72.61462206
684,ORTEGA,TOLIMA,12189,7752,63.59832636
685,OSPINA,NARI„O,2957,1175,39.73621914
686,OTANCHE,BOYACA,3102,2390,77.04706641
687,OVEJAS,SUCRE,10955,3979,36.32131447
688,PACHAVITA,BOYACA,1156,796,68.85813149
689,PACHO,CUNDINAMARCA,10379,5743,55.33288371
690,PACORA,CALDAS,6610,3929,59.44024206
691,PADILLA,CAUCA,4088,242,5.919765166
692,PAEZ,BOYACA,1465,781,53.3105802
693,PAEZ,CAUCA,8243,2521,30.58352542
694,PAICOL,HUILA,2690,2335,86.80297398
695,PAILITAS,CESAR,6888,1438,20.87688734
696,PAIME,CUNDINAMARCA,2047,966,47.19101124
697,PAIPA,BOYACA,13512,6443,47.68354056
698,PAJARITO,BOYACA,889,661,74.35320585
699,PALERMO,HUILA,9610,6587,68.54318418
700,PALESTINA,CALDAS,7619,3923,51.48969681
701,PALESTINA,HUILA,4478,3802,84.90397499
702,PALMAR,SANTANDER,747,254,34.00267738
703,PALMAR DE VARELA,ATLANTICO,9227,844,9.147068386
704,PALMAS DEL SOCORRO,SANTANDER,1382,696,50.3617945
705,PALMIRA,VALLE DEL CAUCA,108530,28148,25.93568599
706,PALMITO,SUCRE,5307,1641,30.92142453
707,PALOCABILDO,TOLIMA,3613,2244,62.10905065
708,PAMPLONA,NORTE DE SANTANDER,21244,11202,52.73018264
709,PAMPLONITA,NORTE DE SANTANDER,2343,1633,69.6969697
710,PANA PANA,GUAINIA,161,32,19.8757764
712,PANDI,CUNDINAMARCA,2019,1048,51.9068846
713,PANQUEBA,BOYACA,813,705,86.71586716
715,PARAMO,SANTANDER,2023,1262,62.3826001
716,PARATEBUENO,CUNDINAMARCA,3785,2488,65.7331572
717,PASCA,CUNDINAMARCA,3586,1578,44.0044618
718,PASTO,NARI„O,149679,39179,26.17534858
719,PATIA,CAUCA,8000,2328,29.1
720,PAUNA,BOYACA,3522,2236,63.48665531
721,PAYA,BOYACA,752,587,78.05851064
722,PAZ DE ARIPORO,CASANARE,12340,10351,83.88168558
723,PAZ DE RIO,BOYACA,2142,635,29.64519141
724,PE„OL,ANTIOQUIA,6900,4457,64.5942029
725,PEDRAZA,MAGDALENA,3968,1190,29.98991935
726,PELAYA,CESAR,6485,2197,33.87818042
727,PENSILVANIA,CALDAS,9590,8141,84.89051095
728,PEQUE,ANTIOQUIA,2849,1426,50.05265005
729,PEREIRA,RISARALDA,194538,93356,47.98856779
731,PESCA,BOYACA,3038,2201,72.44897959
732,PIAMONTE,CAUCA,1865,809,43.37801609
733,PIEDECUESTA,SANTANDER,53602,23045,42.99279878
734,PIEDRAS,TOLIMA,2253,713,31.6466933
735,PIENDAMO,CAUCA,11956,4923,41.17597859
736,PIJAO,QUINDIO,3155,1828,57.93977813
737,PIJI„O DEL CARMEN,MAGDALENA,3792,1748,46.09704641
738,PINCHOTE,SANTANDER,1786,952,53.30347144
739,PINILLOS,BOLIVAR,6826,3024,44.30120129
740,PIOJO,ATLANTICO,2598,802,30.86989992
741,PISBA,BOYACA,563,403,71.58081705
742,PITAL,HUILA,4838,3992,82.5134353
743,PITALITO,HUILA,41804,32699,78.21978758
744,PIVIJAY,MAGDALENA,13511,1703,12.60454445
745,PLANADAS,TOLIMA,8169,5073,62.10062431
746,PLANETA RICA,CORDOBA,26024,7199,27.66292653
747,PLATO,MAGDALENA,17426,5232,30.02410192
748,POLICARPA,NARI„O,4600,219,4.760869565
750,POLONUEVO,ATLANTICO,6774,605,8.931207558
751,PONEDERA,ATLANTICO,7941,2191,27.5909835
752,POPAYAN,CAUCA,111225,40300,36.23286132
753,PORE,CASANARE,3738,3068,82.07597646
755,POTOSI,NARI„O,4555,2701,59.2974753
756,PRADERA,VALLE DEL CAUCA,18417,5098,27.68094695
757,PRADO,TOLIMA,3978,2521,63.37355455
758,PROVIDENCIA,NARI„O,2293,184,8.024422154
759,PROVIDENCIA,"ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1218,543,44.58128079
760,PUEBLO BELLO,CESAR,5418,1867,34.45921004
761,PUEBLO NUEVO,CORDOBA,13337,3412,25.58296468
762,PUEBLO RICO,RISARALDA,3953,1602,40.52618265
763,PUEBLORRICO,ANTIOQUIA,3139,2435,77.57247531
764,PUEBLOVIEJO,MAGDALENA,8985,2142,23.83973289
765,PUENTE NACIONAL,SANTANDER,5922,2639,44.56264775
766,PUERRES,NARI„O,4114,1791,43.53427321
767,PUERTO ALEGRIA,AMAZONAS,62,22,35.48387097
768,PUERTO ARICA,AMAZONAS,119,47,39.49579832
769,PUERTO ASIS,PUTUMAYO,15451,5319,34.42495631
770,PUERTO BERRIO,ANTIOQUIA,11736,5930,50.52828903
771,PUERTO BOYACA,BOYACA,15152,7670,50.62038015
772,PUERTO CAICEDO,PUTUMAYO,3899,509,13.05462939
773,PUERTO CARRE„O,VICHADA,5751,2806,48.79151452
774,PUERTO COLOMBIA,ATLANTICO,13908,2826,20.31924072
775,PUERTO COLOMBIA,GUAINIA,151,45,29.8013245
776,PUERTO CONCORDIA,META,2318,1218,52.54529767
777,PUERTO ESCONDIDO,CORDOBA,8533,2530,29.64959569
778,PUERTO GAITAN,META,7914,4312,54.48572151
779,PUERTO GUZMAN,PUTUMAYO,3565,1273,35.70827489
780,PUERTO LEGUIZAMO,PUTUMAYO,4321,2192,50.72899792
781,PUERTO LIBERTADOR,CORDOBA,12733,1540,12.09455745
782,PUERTO LLERAS,META,3015,1865,61.85737977
783,PUERTO LOPEZ,META,11120,7672,68.99280576
784,PUERTO NARE-LA MAGDALENA,ANTIOQUIA,5245,1405,26.78741659
785,PUERTO NARI„O,AMAZONAS,1788,793,44.35123043
786,PUERTO PARRA,SANTANDER,2255,1117,49.53436807
787,PUERTO RICO,CAQUETA,6380,3522,55.20376176
789,PUERTO RICO,META,3693,2067,55.97075548
790,PUERTO RONDON,ARAUCA,1560,987,63.26923077
